Participant;SESSION;TRIAL_ORDER;Block;No. of edges;Targets;Crossed;Correct_ans;Response time;TOTAL_SCORE
5;1;30;2;4;direct;uncrossed;1;10,2384439;0,38
5;1;31;2;4;mixed;crossed;0;14,5428951;0,38
5;1;32;2;3;direct;crossed;1;8,916021;0,38
5;1;33;2;5;direct;uncrossed;0;9,5772634;0,38
5;1;34;2;4;indirect;uncrossed;0;5,8650623;0,38
5;1;35;2;4;direct;crossed;0;16,3055843;0,38
5;1;36;2;5;mixed;uncrossed;0;15,6598223;0,38
5;1;37;3;3;direct;uncrossed;1;8,0845579;0,38
5;1;38;3;4;indirect;uncrossed;1;20,2722788;0,38
5;1;39;3;4;direct;crossed;0;18,9834161;0,38
5;1;40;3;4;indirect;crossed;0;14,2888753;0,38
5;1;41;3;5;direct;uncrossed;0;12,7969139;0,38
5;1;42;3;3;mixed;uncrossed;1;13,2893525;0,38
5;1;43;3;4;mixed;uncrossed;1;16,7459744;0,38
5;1;44;3;4;mixed;crossed;0;14,764026;0,38
5;1;45;3;4;direct;uncrossed;0;6,0537059;0,38
5;1;46;3;3;direct;crossed;1;16,3213995;0,38
5;1;47;3;5;indirect;crossed;0;8,81396;0,38
5;1;48;3;3;indirect;uncrossed;1;7,7653477;0,38
5;1;49;3;5;direct;crossed;0;21,1047656;0,38
5;1;50;3;5;mixed;uncrossed;0;8,4417349;0,38
5;1;51;3;5;indirect;uncrossed;0;7,7956368;0,38
5;1;52;3;5;mixed;crossed;0;14,7804826;0,38
5;1;53;3;3;indirect;crossed;0;21,7649359;0,38
5;1;54;3;3;mixed;crossed;1;12,3059634;0,38
5;2;1;1;4;indirect;crossed;0;11,0852697;0,38
5;2;2;1;3;mixed;crossed;0;21,7113158;0,38
5;2;3;1;5;direct;uncrossed;1;5,6614723;0,38
5;2;4;1;3;mixed;uncrossed;1;9,4078425;0,38
5;2;5;1;3;direct;crossed;1;10,6448317;0,38
5;2;6;1;4;direct;uncrossed;1;6,966603;0,38
5;2;7;1;5;mixed;crossed;0;11,3584056;0,38
5;2;8;1;3;direct;uncrossed;1;7,8814408;0,38
5;2;9;1;5;indirect;uncrossed;0;11,017951;0,38
5;2;10;1;4;indirect;uncrossed;0;6,2891733;0,38
5;2;11;1;3;indirect;uncrossed;1;9,5946841;0,38
5;2;12;1;4;direct;crossed;0;9,5428621;0,38
5;2;13;1;4;mixed;crossed;0;9,4934887;0,38
5;2;14;1;5;mixed;uncrossed;0;5,7450611;0,38
5;2;15;1;5;direct;crossed;0;14,6281593;0,38
5;2;16;1;3;indirect;crossed;0;8,3734882;0,38
5;2;17;1;4;mixed;uncrossed;1;12,4267133;0,38
5;2;18;2;3;direct;crossed;0;10,0328607;0,38
5;2;19;2;4;direct;crossed;0;4,017571;0,38
5;2;20;2;5;direct;uncrossed;1;4,22093;0,38
5;2;21;2;4;mixed;uncrossed;0;10,679058;0,38
5;2;22;2;5;direct;crossed;0;11,3396746;0,38
5;2;23;2;3;direct;uncrossed;1;7,4753401;0,38
5;2;24;2;5;mixed;uncrossed;0;4,4416602;0,38
5;2;25;2;4;indirect;crossed;0;3,9836102;0,38
5;2;26;2;4;direct;uncrossed;1;5,9498467;0,38
5;2;27;2;3;mixed;crossed;0;7,069562;0,38
5;2;28;2;3;mixed;uncrossed;0;6,7122552;0,38
5;2;29;2;5;mixed;crossed;1;6,2719269;0,38
5;2;30;2;4;mixed;crossed;0;6,3399931;0,38
5;2;31;2;4;indirect;uncrossed;0;4,6794849;0,38
5;2;32;2;3;indirect;uncrossed;0;8,4928444;0,38
5;2;33;2;5;indirect;crossed;0;3,0175883;0,38
5;2;34;2;3;indirect;crossed;1;7,1524456;0,38
5;2;35;2;5;indirect;uncrossed;1;6,5259758;0,38
5;2;36;2;5;indirect;crossed;0;6,45845;0,38
5;2;37;3;4;direct;crossed;0;4,3908055;0,38
5;2;38;3;5;direct;uncrossed;0;4,392649;0,38
5;2;39;3;4;direct;uncrossed;0;4,3216075;0,38
5;2;40;3;3;mixed;uncrossed;1;8,5439018;0,38
5;2;41;3;5;indirect;uncrossed;0;4,0178763;0,38
5;2;42;3;3;mixed;crossed;0;3,0335035;0,38
5;2;43;3;3;indirect;crossed;0;9,4082225;0,38
5;2;44;3;4;indirect;crossed;0;5,4247721;0,38
5;2;45;3;5;direct;crossed;0;9,1680596;0,38
5;2;46;3;3;direct;uncrossed;1;6,6776366;0,38
5;2;47;3;3;indirect;uncrossed;1;5,9339758;0,38
5;2;48;3;3;direct;crossed;0;14,4065984;0,38
5;2;49;3;5;indirect;crossed;1;3,7975925;0,38
5;2;50;3;4;mixed;uncrossed;0;17,6795429;0,38
5;2;51;3;5;mixed;uncrossed;1;16,3757091;0,38
5;2;52;3;4;mixed;crossed;0;5,1859609;0,38
5;2;53;3;5;mixed;crossed;0;8,3373655;0,38
5;2;54;3;4;indirect;uncrossed;0;11,0344816;0,38
6;1;1;1;4;mixed;uncrossed;1;12,7300131;0,426
6;1;2;1;4;mixed;crossed;1;23,4246938;0,426
6;1;3;1;4;indirect;uncrossed;1;10,0348264;0,426
6;1;4;1;3;mixed;crossed;0;15,1344048;0,426
6;1;5;1;3;mixed;uncrossed;0;7,0165931;0,426
6;1;6;1;5;mixed;uncrossed;0;21,3237389;0,426
6;1;7;1;3;direct;uncrossed;1;10,966628;0,426
6;1;8;1;4;direct;uncrossed;1;9,2876024;0,426
6;1;9;1;5;indirect;uncrossed;0;15,3569845;0,426
6;1;10;1;5;mixed;crossed;0;15,3049358;0,426
6;1;11;1;5;direct;uncrossed;1;4,5092467;0,426
6;1;12;1;4;direct;crossed;1;20,339867;0,426
6;1;13;1;4;indirect;crossed;0;9,1028102;0,426
6;1;14;1;5;direct;crossed;0;9,6949507;0,426
6;1;15;1;3;direct;crossed;1;11,2038061;0,426
6;1;16;1;3;indirect;crossed;1;10,5105902;0,426
6;1;17;1;3;indirect;uncrossed;1;10,4944717;0,426
6;1;18;2;3;indirect;crossed;0;11,9315351;0,426
6;1;19;2;4;direct;crossed;0;12,6112079;0,426
6;1;20;2;5;indirect;crossed;0;12,4079724;0,426
6;1;21;2;5;direct;crossed;0;12,1849798;0,426
6;1;22;2;4;indirect;uncrossed;1;10,1535633;0,426
6;1;23;2;5;mixed;crossed;0;6,9671158;0,426
6;1;24;2;3;direct;crossed;0;14,576886;0,426
6;1;25;2;3;indirect;uncrossed;0;2,7634743;0,426
6;1;26;2;4;indirect;crossed;0;5,9838507;0,426
6;1;27;2;3;direct;uncrossed;1;7,5937781;0,426
6;1;28;2;4;mixed;uncrossed;1;8,729288;0,426
6;1;29;2;3;mixed;crossed;0;7,2727213;0,426
6;1;30;2;5;mixed;uncrossed;1;4,5589372;0,426
6;1;31;2;3;mixed;uncrossed;1;8,3583008;0,426
6;1;32;2;5;direct;uncrossed;0;6,3565519;0,426
6;1;33;2;4;mixed;crossed;0;11,6285397;0,426
6;1;34;2;5;indirect;uncrossed;1;8,8821207;0,426
6;1;35;2;4;direct;uncrossed;1;9,7800616;0,426
6;1;36;2;5;indirect;crossed;1;20,6451899;0,426
6;1;37;3;5;indirect;crossed;0;18,0519946;0,426
6;1;38;3;5;mixed;uncrossed;0;8,3907279;0,426
6;1;39;3;3;direct;crossed;1;13,1871783;0,426
6;1;40;3;4;mixed;crossed;0;10,0180319;0,426
6;1;41;3;3;direct;uncrossed;0;6,4079025;0,426
6;1;42;3;5;mixed;crossed;0;10,729433;0,426
6;1;43;3;3;indirect;uncrossed;0;3,7493433;0,426
6;1;44;3;4;indirect;uncrossed;1;10,3724898;0,426
6;1;45;3;3;indirect;crossed;1;12,8153383;0,426
6;1;46;3;5;direct;crossed;0;9,5624657;0,426
6;1;47;3;3;mixed;uncrossed;1;10,5240781;0,426
6;1;48;3;5;indirect;uncrossed;0;7,7127151;0,426
6;1;49;3;3;mixed;crossed;0;14,5261711;0,426
6;1;50;3;5;direct;uncrossed;1;10,1174588;0,426
6;1;51;3;4;mixed;uncrossed;0;9,4755454;0,426
6;1;52;3;4;direct;uncrossed;0;4,8311925;0,426
6;1;53;3;4;direct;crossed;1;7,1703556;0,426
6;1;54;3;4;indirect;crossed;1;7,6450273;0,426
6;2;1;1;4;direct;uncrossed;1;10,5599286;0,426
6;2;2;1;3;direct;crossed;1;5,4925763;0,426
6;2;3;1;5;indirect;uncrossed;0;6,8987161;0,426
6;2;4;1;4;mixed;crossed;0;5,8990304;0,426
6;2;5;1;5;mixed;crossed;0;6,7806485;0,426
6;2;6;1;4;indirect;uncrossed;0;8,6471726;0,426
6;2;7;1;5;direct;uncrossed;0;7,7790049;0,426
6;2;8;1;3;indirect;uncrossed;1;3,289604;0,426
6;2;9;1;4;direct;crossed;0;9,4243073;0,426
6;2;10;1;5;mixed;uncrossed;1;4,9834656;0,426
6;2;11;1;4;mixed;uncrossed;1;11,2715439;0,426
6;2;12;1;3;mixed;uncrossed;1;5,5775281;0,426
6;2;13;1;5;direct;crossed;0;4,3225048;0,426
6;2;14;1;3;indirect;crossed;0;4,8808026;0,426
6;2;15;1;4;indirect;crossed;0;5,2893182;0,426
6;2;16;1;3;mixed;crossed;0;8,7125708;0,426
6;2;17;1;3;direct;uncrossed;0;5,7634069;0,426
6;2;18;2;4;direct;uncrossed;1;4,5429746;0,426
6;2;19;2;5;indirect;crossed;0;8,8321502;0,426
6;2;20;2;3;direct;crossed;1;9,3214465;0,426
6;2;21;2;3;indirect;crossed;0;4,1701856;0,426
6;2;22;2;5;mixed;crossed;0;2,832688;0,426
6;2;23;2;4;mixed;crossed;0;5,626735;0,426
6;2;24;2;3;direct;uncrossed;1;8,4244911;0,426
6;2;25;2;5;direct;uncrossed;1;8,0853646;0,426
6;2;26;2;5;indirect;uncrossed;0;5,0688302;0,426
6;2;27;2;4;indirect;crossed;0;3,0688254;0,426
6;2;28;2;4;mixed;uncrossed;1;3,9164564;0,426
6;2;29;2;4;direct;crossed;0;5,6439449;0,426
6;2;30;2;3;mixed;crossed;0;5,6106012;0,426
6;2;31;2;4;indirect;uncrossed;0;8,4754244;0,426
6;2;32;2;5;direct;crossed;0;5,6769092;0,426
6;2;33;2;5;indirect;crossed;0;2,6130453;0,426
6;2;34;2;3;indirect;uncrossed;1;4,8979361;0,426
6;2;35;2;3;mixed;uncrossed;0;6,4244411;0,426
6;2;36;2;5;mixed;uncrossed;0;6,6950684;0,426
6;2;37;3;4;direct;crossed;1;10,3560173;0,426
6;2;38;3;3;direct;crossed;0;8,9671537;0,426
6;2;39;3;5;direct;crossed;0;10,1023875;0,426
6;2;40;3;5;indirect;uncrossed;0;8,1026223;0,426
6;2;41;3;3;direct;uncrossed;1;6,4245283;0,426
6;2;42;3;4;indirect;uncrossed;1;7,2886752;0,426
6;2;43;3;4;direct;uncrossed;1;7,4585642;0,426
6;2;44;3;3;indirect;uncrossed;1;4,8818292;0,426
6;2;45;3;5;direct;uncrossed;1;9,0370733;0,426
6;2;46;3;3;mixed;crossed;1;8,2024129;0,426
6;2;47;3;3;indirect;crossed;0;4,0514538;0,426
6;2;48;3;3;mixed;uncrossed;0;4,5267907;0,426
6;2;49;3;5;indirect;crossed;0;2,4252044;0,426
6;2;50;3;5;mixed;crossed;0;5,7294003;0,426
6;2;51;3;4;mixed;uncrossed;1;3,6949568;0,426
6;2;52;3;4;indirect;crossed;0;2,356565;0,426
6;2;53;3;5;mixed;uncrossed;1;4,9497264;0,426
6;2;54;3;4;mixed;crossed;0;6,7636009;0,426
7;1;1;1;3;mixed;uncrossed;0;15,7985024;0,444
7;1;2;1;5;direct;uncrossed;1;19,0508233;0,444
7;1;3;1;3;direct;uncrossed;1;9,4251612;0,444
7;1;4;1;4;direct;uncrossed;0;;0,444
7;1;5;1;3;indirect;uncrossed;1;11,5605653;0,444
7;1;6;1;4;indirect;crossed;0;;0,444
7;1;7;1;5;mixed;crossed;0;19,7137341;0,444
7;1;8;1;5;direct;crossed;1;17,8471625;0,444
7;1;9;1;5;mixed;uncrossed;1;22,5431234;0,444
7;1;10;1;3;direct;crossed;1;21,8302456;0,444
7;1;11;1;4;mixed;crossed;0;16,3571353;0,444
7;1;12;1;4;mixed;uncrossed;0;16,1358206;0,444
7;1;13;1;3;mixed;crossed;1;20,1024343;0,444
7;1;14;1;4;direct;crossed;0;10,9670566;0,444
7;1;15;1;3;indirect;crossed;0;18,6786451;0,444
7;1;16;1;4;indirect;uncrossed;1;18,612793;0,444
7;1;17;1;5;indirect;uncrossed;1;22,3554281;0,444
7;1;18;2;5;direct;uncrossed;0;10,1535906;0,444
7;1;19;2;5;mixed;uncrossed;0;13,594761;0,444
7;1;20;2;3;mixed;uncrossed;0;;0,444
7;1;21;2;5;indirect;crossed;0;;0,444
7;1;22;2;4;direct;uncrossed;0;11,748944;0,444
7;1;23;2;3;indirect;crossed;0;23,5090659;0,444
7;1;24;2;5;indirect;uncrossed;0;11,5768715;0,444
7;1;25;2;3;direct;uncrossed;0;14,1015562;0,444
7;1;26;2;3;indirect;uncrossed;1;10,1376763;0,444
7;1;27;2;5;indirect;crossed;0;22,0854912;0,444
7;1;28;2;5;direct;crossed;0;21,599667;0,444
7;1;29;2;4;indirect;uncrossed;1;9,8480663;0,444
7;1;30;2;5;mixed;crossed;0;23,0008063;0,444
7;1;31;2;4;mixed;crossed;0;22,7299415;0,444
7;1;32;2;4;mixed;uncrossed;0;17,9503919;0,444
7;1;33;2;3;direct;crossed;0;;0,444
7;1;34;2;4;indirect;crossed;0;19,4755013;0,444
7;1;35;2;3;mixed;crossed;0;20,8157823;0,444
7;1;36;2;4;direct;crossed;1;22,4931949;0,444
7;1;37;3;3;direct;crossed;0;22,0011902;0,444
7;1;38;3;5;mixed;uncrossed;1;10,3568913;0,444
7;1;39;3;4;mixed;uncrossed;0;5,322987;0,444
7;1;40;3;4;indirect;uncrossed;1;8,5599075;0,444
7;1;41;3;4;indirect;crossed;0;;0,444
7;1;42;3;3;mixed;crossed;0;18,967708;0,444
7;1;43;3;5;indirect;crossed;0;20,4261282;0,444
7;1;44;3;4;mixed;crossed;0;19,9338413;0,444
7;1;45;3;3;indirect;uncrossed;1;6,6959856;0,444
7;1;46;3;3;indirect;crossed;1;9,3738738;0,444
7;1;47;3;5;direct;uncrossed;1;7,7468375;0,444
7;1;48;3;5;direct;crossed;0;17,9158795;0,444
7;1;49;3;3;mixed;uncrossed;1;13,5604601;0,444
7;1;50;3;4;direct;crossed;0;23,6795139;0,444
7;1;51;3;5;mixed;crossed;1;16,6617039;0,444
7;1;52;3;4;direct;uncrossed;1;11,6106676;0,444
7;1;53;3;3;direct;uncrossed;1;6,8987902;0,444
7;1;54;3;5;indirect;uncrossed;0;10,1536291;0,444
7;2;1;1;5;mixed;uncrossed;0;5,5075213;0,444
7;2;2;1;4;direct;crossed;0;10,3080461;0,444
7;2;3;1;4;mixed;uncrossed;1;7,7277505;0,444
7;2;4;1;3;mixed;uncrossed;1;7,05375;0,444
7;2;5;1;3;direct;uncrossed;1;5,5749984;0,444
7;2;6;1;3;mixed;crossed;1;11,1708222;0,444
7;2;7;1;5;mixed;crossed;1;10,7136741;0,444
7;2;8;1;3;indirect;crossed;1;11,5417012;0,444
7;2;9;1;5;direct;crossed;1;21,3907685;0,444
7;2;10;1;4;indirect;uncrossed;0;8,6278017;0,444
7;2;11;1;3;direct;crossed;0;17,7137152;0,444
7;2;12;1;5;indirect;uncrossed;0;7,5253811;0,444
7;2;13;1;5;direct;uncrossed;0;14,1701301;0,444
7;2;14;1;4;mixed;crossed;0;11,9163328;0,444
7;2;15;1;4;direct;uncrossed;0;20,6955687;0,444
7;2;16;1;4;indirect;crossed;0;13,0837192;0,444
7;2;17;1;3;indirect;uncrossed;1;4,136228;0,444
7;2;18;2;5;indirect;crossed;0;22,6790812;0,444
7;2;19;2;5;indirect;crossed;0;15,1701398;0,444
7;2;20;2;3;indirect;crossed;0;10,5600686;0,444
7;2;21;2;3;mixed;uncrossed;1;11,1869428;0,444
7;2;22;2;5;direct;crossed;0;20,9160207;0,444
7;2;23;2;4;direct;crossed;1;15,8482758;0,444
7;2;24;2;3;mixed;crossed;1;23,1368008;0,444
7;2;25;2;4;indirect;crossed;0;22,0007085;0,444
7;2;26;2;5;direct;uncrossed;1;7,0009554;0,444
7;2;27;2;3;direct;uncrossed;0;6,8640292;0,444
7;2;28;2;4;mixed;uncrossed;0;9,0516605;0,444
7;2;29;2;4;indirect;uncrossed;1;13,4585076;0,444
7;2;30;2;5;mixed;uncrossed;0;10,2381659;0,444
7;2;31;2;3;indirect;uncrossed;1;5,0163746;0,444
7;2;32;2;5;mixed;crossed;1;16,4242572;0,444
7;2;33;2;5;indirect;uncrossed;0;11,7987284;0,444
7;2;34;2;4;mixed;crossed;0;;0,444
7;2;35;2;3;direct;crossed;1;12,7293672;0,444
7;2;36;2;4;direct;uncrossed;1;10,8632181;0,444
7;2;37;3;4;mixed;crossed;1;16,49192;0,444
7;2;38;3;4;direct;uncrossed;1;8,9140833;0,444
7;2;39;3;3;indirect;crossed;0;19,7973369;0,444
7;2;40;3;3;mixed;uncrossed;1;6,6087511;0,444
7;2;41;3;3;indirect;uncrossed;1;6,612827;0,444
7;2;42;3;5;mixed;crossed;0;14,9656149;0,444
7;2;43;3;4;indirect;crossed;1;11,8319968;0,444
7;2;44;3;5;mixed;uncrossed;1;16,8822988;0,444
7;2;45;3;5;indirect;uncrossed;0;14,305626;0,444
7;2;46;3;3;direct;uncrossed;1;5,5416733;0,444
7;2;47;3;4;indirect;uncrossed;1;9,5432162;0,444
7;2;48;3;3;mixed;crossed;0;15,4924488;0,444
7;2;49;3;4;mixed;uncrossed;0;9,7978904;0,444
7;2;50;3;4;direct;crossed;1;17,4580836;0,444
7;2;51;3;5;indirect;crossed;0;19,272076;0,444
7;2;52;3;5;direct;crossed;0;14,1198114;0,444
7;2;53;3;3;direct;crossed;0;19,5096165;0,444
7;2;54;3;5;direct;uncrossed;1;9,678467;0,444
8;1;1;1;5;indirect;uncrossed;0;9,4244714;0,889
8;1;2;1;5;mixed;uncrossed;1;9,2211107;0,889
8;1;3;1;3;mixed;uncrossed;1;8,0693341;0,889
8;1;4;1;3;direct;crossed;1;13,1354842;0,889
8;1;5;1;4;direct;crossed;1;10,5089494;0,889
8;1;6;1;5;direct;crossed;1;15,9333143;0,889
8;1;7;1;3;mixed;crossed;1;14,2879802;0,889
8;1;8;1;4;direct;uncrossed;1;10,6443586;0,889
8;1;9;1;5;mixed;crossed;1;22,3394398;0,889
8;1;10;1;4;indirect;crossed;1;14,763518;0,889
8;1;11;1;3;indirect;crossed;1;11,4757212;0,889
8;1;12;1;3;indirect;uncrossed;1;6,8469021;0,889
8;1;13;1;3;direct;uncrossed;1;12,7989837;0,889
8;1;14;1;5;direct;uncrossed;1;8,0169274;0,889
8;1;15;1;4;indirect;uncrossed;1;8,9496433;0,889
8;1;16;1;4;mixed;uncrossed;0;9,7122636;0,889
8;1;17;1;4;mixed;crossed;1;9,254286;0,889
8;1;18;2;5;direct;crossed;1;16,0348151;0,889
8;1;19;2;3;direct;uncrossed;1;11,0166093;0,889
8;1;20;2;5;direct;uncrossed;1;15,1701142;0,889
8;1;21;2;5;indirect;uncrossed;0;20,3044018;0,889
8;1;22;2;5;mixed;uncrossed;1;17,9839103;0,889
8;1;23;2;3;mixed;uncrossed;1;9,3736663;0,889
8;1;24;2;4;direct;crossed;0;7,407425;0,889
8;1;25;2;3;indirect;crossed;1;11,9010133;0,889
8;1;26;2;3;mixed;crossed;1;7,1187671;0,889
8;1;27;2;3;indirect;uncrossed;1;8,6790091;0,889
8;1;28;2;3;direct;crossed;0;5,7976579;0,889
8;1;29;2;4;mixed;crossed;1;10,913963;0,889
8;1;30;2;4;indirect;uncrossed;0;6,4074984;0,889
8;1;31;2;5;indirect;crossed;1;14,7805477;0,889
8;1;32;2;4;indirect;crossed;0;;0,889
8;1;33;2;5;indirect;crossed;1;18,9331017;0,889
8;1;34;2;4;direct;uncrossed;1;6,4072758;0,889
8;1;35;2;5;mixed;crossed;1;12,3568011;0,889
8;1;36;2;4;mixed;uncrossed;1;14,8484056;0,889
8;1;37;3;3;mixed;uncrossed;1;5,9842425;0,889
8;1;38;3;5;indirect;uncrossed;1;12,5253891;0,889
8;1;39;3;3;direct;crossed;1;9,3571353;0,889
8;1;40;3;4;mixed;uncrossed;1;7,0005237;0,889
8;1;41;3;4;indirect;crossed;1;12,2891706;0,889
8;1;42;3;4;direct;uncrossed;1;9,9830347;0,889
8;1;43;3;3;direct;uncrossed;1;3,6795226;0,889
8;1;44;3;5;mixed;uncrossed;1;8,9156172;0,889
8;1;45;3;4;direct;crossed;0;12,2551182;0,889
8;1;46;3;4;indirect;uncrossed;1;8,3395844;0,889
8;1;47;3;5;mixed;crossed;1;11,4584792;0,889
8;1;48;3;5;indirect;crossed;1;20,5091678;0,889
8;1;49;3;4;mixed;crossed;1;13,6454339;0,889
8;1;50;3;5;direct;uncrossed;1;10,441842;0,889
8;1;51;3;3;mixed;crossed;1;11,017335;0,889
8;1;52;3;3;indirect;uncrossed;1;7,8307488;0,889
8;1;53;3;3;indirect;crossed;0;7,2900019;0,889
8;1;54;3;5;direct;crossed;1;11,8652185;0,889
8;2;1;1;5;mixed;uncrossed;1;11,509145;0,889
8;2;2;1;5;direct;uncrossed;1;7,9017276;0,889
8;2;3;1;3;mixed;uncrossed;1;3,7958482;0,889
8;2;4;1;4;mixed;uncrossed;0;5,1190772;0,889
8;2;5;1;4;direct;crossed;0;8,1704932;0,889
8;2;6;1;3;direct;crossed;1;4,2539569;0,889
8;2;7;1;3;indirect;uncrossed;1;4,0851048;0,889
8;2;8;1;3;indirect;crossed;1;6,0345538;0,889
8;2;9;1;4;indirect;uncrossed;0;6,6110845;0,889
8;2;10;1;3;direct;uncrossed;1;4,6786042;0,889
8;2;11;1;5;mixed;crossed;1;11,6114215;0,889
8;2;12;1;4;mixed;crossed;1;7,1042531;0,889
8;2;13;1;5;direct;crossed;1;5,814439;0,889
8;2;14;1;4;indirect;crossed;1;14,3568524;0,889
8;2;15;1;5;indirect;uncrossed;1;9,3232078;0,889
8;2;16;1;3;mixed;crossed;1;6,2563629;0,889
8;2;17;1;4;direct;uncrossed;1;6,7462153;0,889
8;2;18;2;5;mixed;uncrossed;1;7,0854076;0,889
8;2;19;2;5;indirect;crossed;1;12,2888054;0,889
8;2;20;2;5;direct;crossed;1;8,5771003;0,889
8;2;21;2;5;mixed;crossed;1;7,1869163;0,889
8;2;22;2;3;mixed;uncrossed;1;6,9665286;0,889
8;2;23;2;3;indirect;crossed;1;5,6113757;0,889
8;2;24;2;4;indirect;uncrossed;1;4,4749886;0,889
8;2;25;2;3;direct;crossed;1;4,9159263;0,889
8;2;26;2;3;mixed;crossed;1;7,069071;0,889
8;2;27;2;4;indirect;crossed;1;16,3571449;0,889
8;2;28;2;4;mixed;uncrossed;1;5,5090552;0,889
8;2;29;2;5;indirect;crossed;1;8,5091861;0,889
8;2;30;2;5;indirect;uncrossed;1;9,0695082;0,889
8;2;31;2;4;direct;crossed;1;5,4584724;0,889
8;2;32;2;3;direct;uncrossed;1;5,2721302;0,889
8;2;33;2;5;direct;uncrossed;1;4,5083198;0,889
8;2;34;2;4;direct;uncrossed;1;5,4935086;0,889
8;2;35;2;3;indirect;uncrossed;1;6,2895322;0,889
8;2;36;2;4;mixed;crossed;1;7,1873749;0,889
8;2;37;3;5;mixed;crossed;1;11,1849388;0,889
8;2;38;3;3;direct;crossed;1;4,4945143;0,889
8;2;39;3;3;indirect;crossed;1;4,9656675;0,889
8;2;40;3;5;indirect;uncrossed;1;15,2381896;0,889
8;2;41;3;3;mixed;uncrossed;1;3,6963574;0,889
8;2;42;3;3;indirect;uncrossed;1;6,2563231;0,889
8;2;43;3;4;direct;uncrossed;1;2,6950928;0,889
8;2;44;3;4;direct;crossed;1;7,0208218;0,889
8;2;45;3;5;indirect;crossed;1;13,6110142;0,889
8;2;46;3;3;direct;uncrossed;1;4,6445449;0,889
8;2;47;3;4;mixed;crossed;1;8,3226601;0,889
8;2;48;3;5;direct;crossed;1;8,4246139;0,889
8;2;49;3;3;mixed;crossed;1;8,408753;0,889
8;2;50;3;5;direct;uncrossed;1;5,2548235;0,889
8;2;51;3;5;mixed;uncrossed;1;6,9634142;0,889
8;2;52;3;4;indirect;uncrossed;1;6,6795529;0,889
8;2;53;3;4;indirect;crossed;1;6,6784384;0,889
8;2;54;3;4;mixed;uncrossed;1;12,3228939;0,889
9;2;1;1;3;direct;uncrossed;1;8,6268816;0,593
9;2;2;1;5;direct;crossed;0;18,4757753;0,593
9;2;3;1;3;mixed;crossed;0;22,9142543;0,593
9;2;4;1;4;indirect;crossed;1;22,7641146;0,593
9;2;5;1;5;mixed;uncrossed;0;22,1365883;0,593
9;2;6;1;3;indirect;crossed;1;23,2216227;0,593
9;2;7;1;4;mixed;crossed;0;;0,593
9;2;8;1;5;direct;uncrossed;0;18,1703433;0,593
9;2;9;1;4;direct;crossed;1;18,2365095;0,593
9;2;10;1;3;direct;crossed;1;18,5433655;0,593
9;2;11;1;4;direct;uncrossed;1;17,9342485;0,593
9;2;12;1;3;indirect;uncrossed;0;;0,593
9;2;13;1;5;mixed;crossed;1;13,0007816;0,593
9;2;14;1;4;mixed;uncrossed;0;7,3398149;0,593
9;2;15;1;4;indirect;uncrossed;1;16,8479149;0,593
9;2;16;1;3;mixed;uncrossed;1;14,2373145;0,593
9;2;17;1;5;indirect;uncrossed;0;20,3905793;0,593
9;2;18;2;3;indirect;uncrossed;1;19,6796174;0,593
9;2;19;2;3;mixed;crossed;1;14,8123007;0,593
9;2;20;2;5;mixed;uncrossed;1;17,0010776;0,593
9;2;21;2;4;indirect;crossed;1;23,5775762;0,593
9;2;22;2;4;mixed;crossed;1;20,9161102;0,593
9;2;23;2;5;mixed;crossed;0;23,8652789;0,593
9;2;24;2;5;indirect;uncrossed;0;;0,593
9;2;25;2;5;direct;crossed;0;23,0685039;0,593
9;2;26;2;3;direct;uncrossed;1;10,5091903;0,593
9;2;27;2;3;direct;crossed;1;13,2722501;0,593
9;2;28;2;5;indirect;crossed;0;17,1516339;0,593
9;2;29;2;4;indirect;uncrossed;0;23,492639;0,593
9;2;30;2;4;mixed;uncrossed;0;;0,593
9;2;31;2;4;direct;crossed;1;19,2213552;0,593
9;2;32;2;3;mixed;uncrossed;1;15,4585851;0,593
9;2;33;2;3;indirect;crossed;1;19,645549;0,593
9;2;34;2;5;indirect;crossed;0;;0,593
9;2;35;2;4;direct;uncrossed;1;19,9333158;0,593
9;2;36;2;5;direct;uncrossed;1;14,746594;0,593
9;2;37;3;4;indirect;uncrossed;1;12,3398425;0,593
9;2;38;3;4;indirect;crossed;1;16,6282748;0,593
9;2;39;3;5;direct;crossed;0;;0,593
9;2;40;3;3;mixed;uncrossed;1;13,5090021;0,593
9;2;41;3;5;indirect;crossed;0;;0,593
9;2;42;3;5;direct;uncrossed;1;10,2380243;0,593
9;2;43;3;3;direct;uncrossed;1;13,0664629;0,593
9;2;44;3;5;mixed;crossed;0;;0,593
9;2;45;3;3;mixed;crossed;1;8,999831;0,593
9;2;46;3;3;indirect;uncrossed;1;22,255159;0,593
9;2;47;3;4;direct;uncrossed;1;14,1869963;0,593
9;2;48;3;3;indirect;crossed;1;13,6966116;0,593
9;2;49;3;5;mixed;uncrossed;0;23,7136828;0,593
9;2;50;3;3;direct;crossed;1;12,8818591;0,593
9;2;51;3;4;mixed;crossed;0;19,8313927;0,593
9;2;52;3;4;direct;crossed;1;16,3405654;0,593
9;2;53;3;5;indirect;uncrossed;0;23,1200662;0,593
9;2;54;3;4;mixed;uncrossed;0;19,2039617;0,593
10;1;1;1;3;direct;uncrossed;1;7,8143849;0,639
